sample,time,ThrottleAng,EngTempC,GearPosition,RPM,AirTempC,ManiPress1hPa,ManiPress2hPa,LngTrmAMix%,MixAdptAdd(m/str),LngTrmMuMix%,MixAdptMu(ms),AirMasskg/h,OxySen1V,OxySen2V,KnkVolt,SpeedKph,ShrtTermMixCorr,ShrtTermCorr,CalcLoad%,KnkNoiseLev,KnockRetard,MisFireCYL1,MisFireCYL2,MisFireCYL3,MisFireCYL4,TrueRunValCYL1,TrueRunValCYL2,TrueRunValCYL3,TrueRunValCYL4,IgnAdvCYL1,IgnAdvCYL2,IgnAdvCYL3,IgnAdvCYL4,SparkAdv,InjPulse(ms),PedalAng%,BatteryV,InjDuty%,MAP_PSI,AirMass(g/s),LC1.AFR
298,44.850,3.28039,90.7137,4,3449,41.9765,174.099,157.693,.002,.002,.000762951,.000762951,17.7501,.0684266,.185729,.713592,85,.000762951,.000762951,9.01961,58,.000729534,0,0,0,0,23,-11,-16,24,13.4969,13.4969,13.4969,13.4969,14.622,.7,0,14.0625,2.01192,-11.9335,4.925,15.6849
299,45.000,3.28039,90.7137,4,3435,41.9765,173.294,156.704,.002,.002,.000762951,.000762951,17.7501,.0684266,.303032,.899322,84,.000762951,.000762951,9.01961,43,.000729534,0,0,0,0,45,6,7,45,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,2.00375,-11.9451,4.925,16.8462
300,45.150,3.28039,90.7137,4,3422,41.9765,175.161,159.048,.002,.002,.000762951,.000762951,17.7501,.0195505,.131966,.713592,84,.000762951,.000762951,10.5882,59,.000729534,0,0,0,0,46,14,5,48,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.99617,-11.9181,4.925,30.4878
301,45.300,3.28039,90.7137,4,3398,41.9765,177.542,160.623,.002,.002,.000762951,.000762951,18.2501,.00488762,.0244381,.865108,83,.000762951,.000762951,10.5882,50,.000729534,0,0,0,0,26,-14,-19,12,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.98217,-11.8836,5.06389,47.6721
302,45.450,3.28039,90.7137,4,3400,41.9765,178.347,161.721,.002,.002,.000762951,.000762951,18.2501,0,.00977523,.879771,83,.000762951,.000762951,10.5882,50,.000729534,0,0,0,0,21,-4,1,6,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.98333,-11.872,5.06389,50.7885
303,45.600,3.28039,90.7137,4,3369,41.9765,179.153,163.003,.002,.002,.000762951,.000762951,18.5001,0,.00977523,.889546,83,.000762951,.000762951,10.5882,59,.000729534,0,0,0,0,27,-29,-19,25,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.96525,-11.8603,5.13334,127.758
304,45.750,3.28039,90.7137,4,3360,41.9765,178.091,162.014,.002,.002,.000762951,.000762951,18.0001,0,.00488762,1.0655,82,.000762951,.000762951,10.5882,54,.000729534,0,0,0,0,29,-16,-20,19,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.96,-11.8757,4.99445,127.758
305,45.900,4.68627,90.7137,4,3340,41.9765,178.604,162.747,.002,.002,.000762951,.000762951,18.0001,0,.00488762,1.01174,82,.000762951,.000762951,10.5882,56,.000729534,0,0,0,0,27,-4,-12,15,49.8738,49.8738,49.8738,49.8738,72.0001,.864,13.3333,14.0625,2.4048,-11.8683,4.99445,127.758
306,46.050,3.74902,90.7137,4,3332,41.9765,234.305,216.617,.002,.002,.000762951,.000762951,27.5001,.0146629,.00488762,.73803,82,.000762951,.000762951,14.902,56,.000729534,0,0,0,0,13,63,85,25,10.4967,10.4967,10.4967,10.4967,1.49634,.936,0,14.0625,2.59896,-11.0619,7.63336,19.6392
307,46.200,2.81176,90.7137,4,3345,41.9765,201.236,182.449,.002,.002,.000762951,.000762951,22.0001,.063539,.0293257,.860221,81,.000762951,.000762951,16.0784,52,.000729534,0,0,0,0,124,138,194,23,1.49624,1.49624,1.49624,1.49624,1.49634,.7,0,14.0625,1.95125,-11.5406,6.10557,16.611
308,46.350,2.81176,90.7137,4,3306,41.9765,186.88,169.522,.002,.002,.000762951,.000762951,19.2501,.0684266,.0439886,1.18769,81,.000762951,.000762951,11.7647,65,.000729534,0,0,0,0,-16,26,42,31,6.74652,6.74652,6.74652,6.74652,6.74662,.7,0,14.0625,1.9285,-11.7485,5.34167,16.2288
309,46.500,2.81176,90.7137,4,3292,41.9765,181.021,163.882,.002,.002,.000762951,.000762951,18.0001,.0342133,.0537638,1.03129,81,.000762951,.000762951,10.5882,58,.000729534,0,0,0,0,49,-21,-32,31,10.1217,10.1217,10.1217,10.1217,9.74678,.7,0,14.0625,1.92033,-11.8333,4.99445,17.2137
310,46.650,2.81176,90.7137,4,3270,41.9765,178.897,162.161,.002,.002,.000762951,.000762951,17.5001,.0391009,.0586514,1.0264,80,.000762951,.000762951,10.5882,39,.000729534,0,0,0,0,40,-8,-36,37,9.37166,9.37166,9.37166,9.37166,13.497,.7,0,14.0625,1.9075,-11.864,4.85556,17.4489
311,46.800,2.81176,90.7137,4,3261,41.9765,177.285,160.916,.002,.002,.000762951,.000762951,17.0001,.0439886,.063539,1.37342,80,.000762951,.000762951,10.5882,47,.000729534,0,0,0,0,49,-17,-21,18,13.1219,13.1219,13.1219,13.1219,13.122,.7,0,14.0625,1.90225,-11.8874,4.71667,17.4048
312,46.950,2.81176,90.7137,4,3248,41.9765,175.711,159.854,.002,.002,.000762951,.000762951,17.0001,.0391009,.0733143,.933535,80,.000762951,.000762951,9.01961,47,.000729534,0,0,0,0,93,72,67,51,14.997,14.997,14.997,14.997,13.872,.7,0,14.0625,1.89467,-11.9101,4.71667,16.6698
313,47.100,2.81176,90.7137,4,3234,41.9765,177.835,161.501,.002,.002,.000762951,.000762951,17.0001,.0488762,.0830895,.884659,79,.000762951,.000762951,10.5882,49,.000729534,0,0,0,0,59,-28,-64,57,14.2469,14.2469,14.2469,14.2469,9.37176,.7,0,14.0625,1.8865,-11.8794,4.71667,16.5228
314,47.250,2.81176,90.7137,4,3213,41.9765,178.347,162.307,.002,.002,.000762951,.000762951,17.0001,.0488762,.0977523,.713592,79,.000762951,.000762951,10.5882,39,.000729534,0,0,0,0,41,-31,-25,16,16.497,16.497,16.497,16.497,10.8718,.7,0,14.0625,1.87425,-11.872,4.71667,16.5816
315,47.400,2.81176,90.7137,4,3149,41.9765,180.215,163.735,.002,.002,.000762951,.000762951,16.7501,.0488762,.10264,.733143,78,.000762951,.000762951,10.5882,40,.000729534,0,0,0,0,65,33,21,50,29.2477,29.2477,29.2477,29.2477,27.3727,.7,0,14.0625,1.83692,-11.8449,4.64722,17.1402
316,47.550,2.34314,90.7137,4,3022,41.9765,180.471,165.493,.002,.002,.000762951,.000762951,16,.0537638,.298145,1.11438,77,.000762951,.000762951,10.5882,43,.000729534,0,0,0,0,-23,83,58,32,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.76283,-11.8412,4.43889,16.0965
317,47.700,2.34314,90.7137,0,2872,41.9765,185.525,171.536,.002,.002,.000762951,.000762951,15.75,.0391009,.166179,.826007,77,.000762951,.000762951,10.5882,53,.000729534,0,0,0,0,-16,104,-22,-30,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,13.95,1.67533,-11.7681,4.36944,19.3452
318,47.850,1.87451,90.7137,0,2722,41.9765,191.128,177.249,.002,.002,.000762951,.000762951,15.25,.0146629,.131966,1.13881,76,.000762951,.000762951,10.5882,63,.000729534,0,0,0,0,-102,-4,22,128,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.58783,-11.687,4.23056,23.8875
319,48.000,.937255,90.7137,5,2561,41.9765,194.058,181.021,.002,.002,.000762951,.000762951,14.5,.00488762,.0293257,.869996,75,.000762951,.000762951,10.5882,54,.000729534,0,0,0,0,-23,68,78,-50,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.49392,-11.6446,4.02222,40.5279
320,48.150,1.40588,90.7137,5,2404,41.9765,197.757,187.393,.002,.002,.000762951,.000762951,14,0,.0146629,.967748,73,.000762951,.000762951,10.5882,57,.000729534,0,0,0,0,197,-49,98,-18,49.1238,49.1238,49.1238,49.1238,72.0001,.7,0,14.0625,1.40233,-11.591,3.88333,70.4718
321,48.300,2.34314,90.7137,5,2261,41.9765,209.183,198.599,.002,.002,.000762951,.000762951,14.25,0,.00977523,1.23657,72,.000762951,.000762951,11.7647,58,.000729534,0,0,0,0,-34,60,200,-3,48.7488,48.7488,48.7488,48.7488,72.0001,.7,0,14.0625,1.31892,-11.4256,3.95277,120.569
322,48.450,2.34314,90.7137,0,2111,41.9765,228.226,214.64,.002,.002,.000762951,.000762951,15.25,0,.00488762,1.11438,71,.000762951,.000762951,13.7255,61,.000729534,0,0,0,0,-69,-51,330,-8,47.9987,47.9987,47.9987,47.9987,72.0001,.72,0,14.0625,1.2666,-11.1499,4.23056,127.758
323,48.600,2.34314,90.7137,6,1971,41.9765,242.106,232.877,.002,.002,.000762951,.000762951,15,0,.00488762,1.32943,71,.000762951,.000762951,15.2941,58,.000729534,0,0,0,0,-28,89,260,240,47.6237,47.6237,47.6237,47.6237,72.0001,.764,0,14.0625,1.25487,-10.949,4.16111,127.758
324,48.750,.468627,90.7137,6,1819,41.9765,242.289,234.122,.002,.002,.000762951,.000762951,14,0,.00488762,1.20235,70,.000762951,.000762951,15.2941,60,.000729534,0,0,0,0,-51,302,297,-188,47.2487,47.2487,47.2487,47.2487,72.0001,.76,0,14.0625,1.15203,-10.9464,3.88333,127.758
325,48.900,2.34314,90.7137,0,1697,41.9765,239.835,231.449,.002,.002,.000762951,.000762951,12.5,0,.00488762,.977523,70,.000762951,.000762951,15.2941,54,.000729534,0,0,0,0,-49,313,334,-192,46.8737,46.8737,46.8737,46.8737,72.0001,.748,0,14.0625,1.0578,-10.9819,3.46666,127.758
326,49.050,2.34314,90.7137,0,1733,41.9765,268.18,273.893,.002,.002,.000762951,.000762951,15.25,0,.00488762,1.19747,69,.000762951,.000762951,16.4706,66,.000729534,0,0,0,0,-8,207,188,1,46.8737,46.8737,46.8737,46.8737,72.0001,.864,0,14.0625,1.24776,-10.5716,4.23056,113.249
327,49.200,.468627,90.7137,6,1881,41.9765,254.85,251.298,.002,.002,.000762951,.000762951,15.5,0,0,1.01662,68,.000762951,.000762951,18.0392,65,.000729534,0,0,0,0,118,347,116,32,47.2487,47.2487,47.2487,47.2487,72.0001,.812,0,14.0625,1.27281,-10.7645,4.3,127.758
328,49.350,2.34314,90.7137,6,2044,41.9765,246.683,238.737,.002,.002,.000762951,.000762951,16.25,0,0,1.16814,67,.000762951,.000762951,15.2941,54,.000729534,0,0,0,0,31,62,95,-34,47.9987,47.9987,47.9987,47.9987,72.0001,.8,0,14.0625,1.36267,-10.8828,4.50833,127.758
329,49.500,2.34314,90.7137,5,2229,41.9765,250.675,242.106,.002,.002,.000762951,.000762951,18.2501,0,0,1.11438,67,.000762951,.000762951,16.4706,64,.000729534,0,0,0,0,34,99,101,21,48.7488,48.7488,48.7488,48.7488,72.0001,.82,0,14.0625,1.52315,-10.825,5.06389,127.758
330,49.650,2.34314,90.7137,5,2408,41.9765,247.819,236.21,.002,.002,.000762951,.000762951,19.7501,0,0,1.02151,65,.000762951,.000762951,16.0784,74,.000729534,0,0,0,0,20,102,67,12,49.1238,49.1238,49.1238,49.1238,72.0001,.816,0,14.0625,1.63744,-10.8663,5.48056,127.758
331,49.800,1.40588,90.7137,4,2598,41.9765,234.122,216.617,.002,.002,.000762951,.000762951,19.7501,0,0,1.30499,64,.000762951,.000762951,16.0784,77,.000729534,0,0,0,0,4,77,64,5,49.8738,49.8738,49.8738,49.8738,72.0001,.76,0,14.0625,1.6454,-11.0646,5.48056,127.758
332,49.950,1.40588,90.7137,0,2784,41.9765,210.538,195.267,.002,.002,.000762951,.000762951,18.5001,0,0,.899322,63,.000762951,.000762951,13.3333,49,.000729534,0,0,0,0,-2,53,54,-15,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.624,-11.406,5.13334,127.758
333,50.100,2.34314,90.7137,0,2981,41.9765,198.563,182.596,.002,.002,.000762951,.000762951,18.5001,0,0,.830895,62,.000762951,.000762951,11.7647,45,.000729534,0,0,0,0,-2,45,49,-20,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.73892,-11.5793,5.13334,127.758
334,50.250,2.34314,90.7137,3,3038,41.9765,193.252,177.469,.002,.002,.000762951,.000762951,18.0001,0,0,1.07039,60,.000762951,.000762951,11.7647,52,.000729534,0,0,0,0,221,262,244,198,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.77217,-11.6562,4.99445,127.758
335,50.400,2.34314,90.7137,3,2989,41.9765,193.509,178.274,.002,.002,.000762951,.000762951,17.7501,0,0,.933535,60,.000762951,.000762951,10.5882,51,.000729534,0,0,0,0,-21,57,49,-27,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.74358,-11.6525,4.925,127.758
336,50.550,2.34314,90.7137,3,2943,41.9765,193.509,178.421,.002,.002,.000762951,.000762951,17.5001,0,0,1.49561,59,.000762951,.000762951,10.5882,58,.000729534,0,0,0,0,21,31,38,-29,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.71675,-11.6525,4.85556,127.758
337,50.700,2.34314,90.7137,3,2917,41.9765,194.827,180.581,.002,.002,.000762951,.000762951,17.5001,0,0,1.03617,59,.000762951,.000762951,11.7647,56,.000729534,0,0,0,0,2,53,39,-18,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.70158,-11.6334,4.85556,127.758
338,50.850,2.34314,90.7137,3,2896,41.2267,194.058,180.069,.002,.002,.000762951,.000762951,17.0001,0,0,.835783,58,.000762951,.000762951,11.7647,48,.000729534,0,0,0,0,22,51,25,-20,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.68933,-11.6446,4.71667,127.758
339,51.000,2.34314,90.7137,3,2856,41.2267,193.765,180.069,.002,.002,.000762951,.000762951,16.7501,0,0,1.21213,57,.000762951,.000762951,10.5882,46,.000729534,0,0,0,0,-40,40,48,-35,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,13.95,1.666,-11.6488,4.64722,127.758
340,51.150,1.87451,90.7137,3,2835,41.2267,194.058,180.435,.002,.002,.000762951,.000762951,16.5001,0,0,.972636,57,.000762951,.000762951,11.7647,58,.000729534,0,0,0,0,-5,73,33,5,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.65375,-11.6446,4.57778,127.758
341,51.300,1.87451,90.7137,3,2821,41.2267,194.058,180.069,.002,.002,.000762951,.000762951,16.7501,0,0,1.30988,56,.000762951,.000762951,11.7647,52,.000729534,0,0,0,0,-36,16,24,-7,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.64558,-11.6446,4.64722,127.758
342,51.450,1.87451,90.7137,3,2803,41.2267,195.633,182.303,.002,.002,.000762951,.000762951,16.7501,0,0,.855333,56,.000762951,.000762951,11.7647,50,.000729534,0,0,0,0,-9,36,63,-22,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.63508,-11.6218,4.64722,127.758
343,51.600,1.87451,90.7137,3,2794,41.2267,195.889,181.314,.002,.002,.000762951,.000762951,16.5001,0,0,1.38808,56,.000762951,.000762951,11.7647,50,.000729534,0,0,0,0,-29,42,37,-19,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.62983,-11.618,4.57778,127.758
344,51.750,1.87451,90.7137,3,2770,41.2267,195.889,182.119,.002,.002,.000762951,.000762951,16.5001,0,0,1.17792,55,.000762951,.000762951,10.5882,54,.000729534,0,0,0,0,-39,40,43,-13,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.61583,-11.618,4.57778,127.758
345,51.900,1.87451,90.7137,3,2761,41.2267,195.889,182.046,.002,.002,.000762951,.000762951,16.25,0,0,1.51516,55,.000762951,.000762951,11.7647,55,.000729534,0,0,0,0,-32,42,24,-24,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.61058,-11.618,4.50833,127.758
346,52.050,1.87451,90.7137,3,2732,41.2267,196.182,182.962,.002,.002,.000762951,.000762951,16.25,0,0,.948198,55,.000762951,.000762951,11.7647,50,.000729534,0,0,0,0,-42,31,12,-9,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,13.95,1.59367,-11.6138,4.50833,127.758
347,52.200,1.40588,90.7137,3,2711,41.2267,195.889,182.962,.002,.002,.000762951,.000762951,16,0,0,1.26589,54,.000762951,.000762951,10.5882,51,.000729534,0,0,0,0,29,66,80,16,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.58142,-11.618,4.43889,127.758
348,52.350,1.40588,90.7137,3,2690,41.2267,195.633,181.827,.002,.002,.000762951,.000762951,15.75,0,0,.826007,54,.000762951,.000762951,10.5882,45,.000729534,0,0,0,0,-18,37,32,-30,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.56917,-11.6218,4.36944,127.758
349,52.500,1.40588,90.7137,3,2639,41.2267,195.377,183.401,.002,.002,.000762951,.000762951,15.25,0,0,1.05084,53,.000762951,.000762951,11.7647,50,.000729534,0,0,0,0,-30,24,40,-23,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.53942,-11.6255,4.23056,127.758
350,52.650,1.40588,90.7137,3,2606,41.2267,194.058,181.9,.002,.002,.000762951,.000762951,14.75,0,0,1.44185,52,.000762951,.000762951,10.5882,48,.000729534,0,0,0,0,56,106,103,51,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.52017,-11.6446,4.09167,127.758
351,52.800,.937255,90.7137,3,2576,41.2267,193.509,181.68,.002,.002,.000762951,.000762951,14.75,0,0,1.49072,51,.000762951,.000762951,10.5882,77,.000729534,0,0,0,0,-19,32,37,-13,49.8738,49.8738,49.8738,49.8738,72.0001,.7,0,14.0625,1.50267,-11.6525,4.09167,127.758
352,52.950,1.40588,90.7137,3,2517,41.2267,195.633,182.669,.002,.002,.000762951,.000762951,14.75,0,0,1.25612,50,.000762951,.000762951,10.5882,69,.000729534,0,0,0,0,49,50,100,-4,49.4988,49.4988,49.4988,49.4988,72.0001,.7,0,13.95,1.46825,-11.6218,4.09167,127.758
353,53.100,1.40588,90.7137,3,2486,41.2267,199.881,189.114,.002,.002,.000762951,.000762951,15,0,0,1.40275,50,.000762951,.000762951,10.5882,77,.000729534,0,0,0,0,22,67,31,-27,49.4988,49.4988,49.4988,49.4988,72.0001,.7,0,14.0625,1.45017,-11.5603,4.16111,127.758
354,53.250,1.87451,90.7137,3,2456,41.2267,207.352,195.962,.002,.002,.000762951,.000762951,15.5,0,0,1.18769,49,.000762951,.000762951,11.7647,73,.000729534,0,0,0,0,7,55,36,-28,49.4988,49.4988,49.4988,49.4988,72.0001,.7,0,14.0625,1.43267,-11.4521,4.3,127.758
355,53.400,1.87451,90.7137,3,2436,41.2267,215.592,203.067,.002,.002,.000762951,.000762951,16.25,0,0,.879771,49,.000762951,.000762951,11.7647,55,.000729534,0,0,0,0,-20,52,21,-18,49.4988,49.4988,49.4988,49.4988,72.0001,.7,0,14.0625,1.421,-11.3328,4.50833,127.758
356,53.550,1.87451,90.7137,3,2408,41.2267,220.645,206.619,.002,.002,.000762951,.000762951,16.5001,0,0,1.12904,48,.000762951,.000762951,13.3333,59,.000729534,0,0,0,0,19,123,62,49,49.1238,49.1238,49.1238,49.1238,72.0001,.7,0,14.0625,1.40467,-11.2597,4.57778,127.758
357,53.700,1.87451,90.7137,3,2381,41.2267,224.894,209.989,.002,.002,.000762951,.000762951,16.7501,0,0,1.28056,48,.000762951,.000762951,13.3333,65,.000729534,0,0,0,0,-39,54,40,-27,49.1238,49.1238,49.1238,49.1238,72.0001,.72,0,14.0625,1.4286,-11.1982,4.64722,127.758
358,53.850,1.87451,90.7137,3,2346,41.2267,227.457,211.6,.002,.002,.000762951,.000762951,17.0001,0,0,.957973,47,.000762951,.000762951,14.902,70,.000729534,0,0,0,0,40,161,112,76,49.1238,49.1238,49.1238,49.1238,72.0001,.728,0,14.0625,1.42324,-11.1611,4.71667,127.758
359,54.000,1.87451,90.7137,3,2302,41.2267,229.361,214.566,.002,.002,.000762951,.000762951,16.7501,0,0,1.5396,46,.000762951,.000762951,14.902,85,.000729534,0,0,0,0,-19,30,5,-23,48.7488,48.7488,48.7488,48.7488,72.0001,.732,0,14.0625,1.40422,-11.1335,4.64722,127.758
360,54.150,2.34314,90.7137,3,2257,41.2267,232.035,218.338,.002,.002,.000762951,.000762951,16.7501,0,0,1.13393,45,.000762951,.000762951,14.902,62,.000729534,0,0,0,0,125,127,189,93,48.7488,48.7488,48.7488,48.7488,72.0001,.744,0,14.0625,1.39934,-11.0948,4.64722,127.758
361,54.300,2.34314,90.7137,3,2227,41.2267,237.345,223.868,.002,.002,.000762951,.000762951,17.0001,0,0,.786906,45,.000762951,.000762951,14.902,54,.000729534,0,0,0,0,0,57,32,-55,48.7488,48.7488,48.7488,48.7488,72.0001,.756,0,14.0625,1.40301,-11.0179,4.71667,127.758
362,54.450,2.34314,90.7137,3,2173,41.2267,241.74,231.083,.002,.002,.000762951,.000762951,17.0001,0,0,1.43207,43,.000762951,.000762951,15.2941,72,.000729534,0,0,0,0,-1,131,45,56,48.3737,48.3737,48.3737,48.3737,72.0001,.784,0,13.95,1.41969,-10.9543,4.71667,127.758
363,54.600,2.34314,90.7137,3,2146,41.2267,246.683,237.638,.002,.002,.000762951,.000762951,17.2501,0,0,.752693,43,.000762951,.000762951,16.4706,61,.000729534,0,0,0,0,55,141,64,-8,48.3737,48.3737,48.3737,48.3737,72.0001,.804,0,14.0625,1.43782,-10.8828,4.78611,127.758
364,54.750,2.34314,90.7137,3,2108,41.2267,250.309,243.058,.002,.002,.000762951,.000762951,17.2501,0,0,1.07039,42,.000762951,.000762951,16.4706,59,.000729534,0,0,0,0,-31,34,41,-36,47.9987,47.9987,47.9987,47.9987,72.0001,.82,0,14.0625,1.44047,-10.8303,4.78611,127.758
365,54.900,2.34314,90.7137,3,2073,41.2267,254.118,249.284,.002,.002,.000762951,.000762951,17.5001,0,0,1.18769,42,.000762951,.000762951,16.4706,42,.000729534,0,0,0,0,59,134,147,15,47.9987,47.9987,47.9987,47.9987,72.0001,.828,0,14.0625,1.43037,-10.7751,4.85556,127.758
366,55.050,2.34314,90.7137,3,2027,41.2267,257.926,255.619,.002,.002,.000762951,.000762951,17.2501,0,0,.791794,41,.000762951,.000762951,16.4706,43,.000729534,0,0,0,0,-14,47,45,-57,47.9987,47.9987,47.9987,47.9987,72.0001,.84,0,13.95,1.4189,-10.72,4.78611,127.758
367,55.200,2.34314,90.7137,3,1976,41.2267,262.101,262.028,.002,.002,.000762951,.000762951,17.0001,0,0,.967748,40,.000762951,.000762951,18.0392,45,.000729534,0,0,0,0,-32,45,52,-44,47.6237,47.6237,47.6237,47.6237,72.0001,.844,0,14.0625,1.38979,-10.6596,4.71667,127.758
368,55.350,.468627,90.7137,3,1933,41.2267,263.822,264.628,.002,.002,.000762951,.000762951,17.0001,0,0,1.15348,39,.000762951,.000762951,18.0392,64,.000729534,0,0,0,0,-11,59,31,-57,47.6237,47.6237,47.6237,47.6237,72.0001,.856,0,14.0625,1.37887,-10.6347,4.71667,127.758
369,55.500,.468627,90.7137,3,1880,41.2267,244.962,236.979,.002,.002,.000762951,.000762951,14.5,0,0,.865108,38,.000762951,.000762951,16.4706,69,.000729534,0,0,0,0,-18,74,75,-40,47.2487,47.2487,47.2487,47.2487,72.0001,.772,0,14.0625,1.20947,-10.9077,4.02222,127.758
370,55.650,.468627,90.7137,3,1831,41.2267,235.074,223.246,.002,.002,.000762951,.000762951,13.5,0,0,.874883,36,.000762951,.000762951,15.2941,60,.000729534,0,0,0,0,-70,55,56,-24,47.2487,47.2487,47.2487,47.2487,72.0001,.736,0,13.95,1.12301,-11.0508,3.74444,127.758
371,55.800,.468627,90.7137,3,1775,41.2267,229.764,218.228,.002,.002,.000762951,.000762951,12.5,0,0,1.07039,36,.000762951,.000762951,13.7255,56,.000729534,0,0,0,0,62,77,102,-13,46.8737,46.8737,46.8737,46.8737,72.0001,.7,0,13.95,1.03542,-11.1277,3.46666,109.441
372,55.950,.937255,90.7137,3,1711,41.2267,227.64,216.178,.002,.002,.000762951,.000762951,11.75,0,0,1.11438,34,.000762951,.000762951,13.7255,61,.000729534,0,0,0,0,154,206,149,115,46.8737,46.8737,46.8737,46.8737,72.0001,.7,0,14.0625,.998083,-11.1584,3.25833,127.758
373,56.100,2.34314,90.7137,3,1647,41.2267,250.675,247.892,.002,.002,.000762951,.000762951,13.25,0,0,.972636,33,.000762951,.000762951,13.7255,53,.000729534,0,0,0,0,-10,75,140,2,46.4986,46.4986,46.4986,46.4986,72.0001,.788,0,14.0625,1.08153,-10.825,3.67499,127.758
374,56.250,2.34314,90.7137,3,1582,41.2267,274.076,279.789,.002,.002,.000762951,.000762951,14,0,0,1.01174,32,.000762951,.000762951,18.4314,47,.000729534,0,0,0,0,248,226,66,-6,46.1236,46.1236,46.1236,46.1236,72.0001,.864,0,14.0625,1.13904,-10.4862,3.88333,127.758
375,56.400,2.34314,90.7137,3,1435,41.2267,302.824,301.36,.002,.002,.000762951,.000762951,14.5,0,0,.894434,31,.000762951,.000762951,19.6078,49,.000729534,0,0,0,0,362,572,627,474,45.3736,45.3736,45.3736,45.3736,72.0001,.968,0,13.95,1.15757,-10.0701,4.02222,127.758
376,56.550,1.87451,90.7137,0,1308,41.2267,322.527,321.062,.002,.002,.000762951,.000762951,14.25,0,0,.884659,29,.000762951,.000762951,22.7451,39,.000729534,0,0,0,0,262,406,398,244,44.2485,44.2485,44.2485,44.2485,72.0001,1.024,0,13.95,1.11616,-9.78487,3.95277,127.758
377,56.700,.937255,90.7137,4,1170,41.2267,336.846,335.491,.002,.002,.000762951,.000762951,13.25,0,0,.869996,29,.000762951,.000762951,23.1373,38,.000729534,0,0,0,0,324,571,499,312,41.2484,41.2484,41.2484,41.2484,72.0001,1.068,0,14.0625,1.0413,-9.57759,3.67499,127.758
378,56.850,2.34314,90.7137,4,1071,41.2267,355.889,354.351,.002,.002,.000762951,.000762951,12.75,0,0,.703817,27,.000762951,.000762951,25.098,52,.000729534,0,0,0,0,529,714,732,232,37.1231,37.1231,37.1231,37.1231,72.0001,1.62,0,14.0625,1.44585,-9.30192,3.5361,127.758
379,57.000,3.74902,90.7137,4,1058,41.2267,395.221,396.466,.002,.002,.000762951,.000762951,14.5,0,0,.835783,27,.000762951,.000762951,28.2353,46,.000729534,0,0,0,0,-707,-65,2282,862,3.74636,3.74636,3.74636,3.74636,3.74646,1.748,0,13.95,1.54115,-8.73256,4.02222,97.8873
380,57.150,3.28039,90.7137,0,983,41.2267,434.845,436.75,.002,.002,.000762951,.000762951,15,.0342133,.00488762,.684266,26,.791179,.000762951,32.549,43,.000729534,0,0,0,0,852,2210,309,1171,5.99648,5.99648,5.99648,5.99648,5.99658,1.868,0,13.95,1.5302,-8.15896,4.16111,25.0341
381,57.300,3.28039,90.7137,0,938,41.2267,471.028,468.391,.002,.002,.000762951,.000762951,15.75,.811344,.0146629,.630503,26,-.753032,-.334935,35.6863,45,.000729534,0,0,0,0,641,305,-220,1117,2.6213,2.6213,2.6213,2.6213,2.6214,1.92,0,14.0625,1.5008,-7.6352,4.36944,13.965
