sample,time,ThrottleAng,EngTempC,GearPosition,RPM,AirTempC,ManiPress1hPa,ManiPress2hPa,LngTrmAMix%,MixAdptAdd(m/str),LngTrmMuMix%,MixAdptMu(ms),AirMasskg/h,OxySen1V,OxySen2V,KnkVolt,SpeedKph,ShrtTermMixCorr,ShrtTermCorr,CalcLoad%,KnkNoiseLev,KnockRetard,MisFireCYL1,MisFireCYL2,MisFireCYL3,MisFireCYL4,TrueRunValCYL1,TrueRunValCYL2,TrueRunValCYL3,TrueRunValCYL4,IgnAdvCYL1,IgnAdvCYL2,IgnAdvCYL3,IgnAdvCYL4,SparkAdv,InjPulse(ms),PedalAng%,BatteryV,InjDuty%,MAP_PSI,AirMass(g/s),LC1.AFR
82,12.450,8.43529,90.7137,4,2937,44.2259,391.412,375.775,.002,.002,.000762951,.000762951,46.5001,.796682,.131966,1.17792,72,1.04295,2.67414,30.5882,57,.000729534,0,0,0,0,76,56,82,47,49.8738,49.8738,49.8738,49.8738,72.0001,1.468,14.902,14.0625,3.59293,-8.78769,12.9112,14.7735
83,12.600,8.43529,90.7137,4,2937,44.2259,409.54,392.84,.002,.002,.000762951,.000762951,49.2502,.752693,.351908,.874883,72,-1.33745,2.67414,32.1569,53,.000729534,0,0,0,0,28,17,23,-21,49.1238,49.1238,49.1238,49.1238,72.0001,1.516,14.902,14.0625,3.71041,-8.52528,13.6751,14.9793
84,12.750,8.43529,90.7137,4,2925,44.2259,417.56,402.948,.002,.002,.000762951,.000762951,50.2502,.703817,.469211,.82112,71,-3.55916,2.67414,33.3333,52,.000729534,0,0,0,0,9,29,21,-30,47.9987,47.9987,47.9987,47.9987,72.0001,1.504,14.902,14.0625,3.666,-8.40918,13.9529,15.1851
85,12.900,8.43529,90.7137,4,2909,44.2259,421.845,406.061,.002,.002,.000762951,.000762951,50.5002,.146629,.273707,.992186,72,1.67773,1.99511,34.5098,60,.000729534,0,0,0,0,0,29,0,-10,47.9987,47.9987,47.9987,47.9987,72.0001,1.604,14.902,14.0625,3.88836,-8.34716,14.0223,15.4203
86,13.050,8.43529,90.7137,4,2905,44.2259,424.335,409.284,.002,.002,.000762951,.000762951,50.5002,.801569,.22483,.869996,71,-2.40863,-.524147,34.5098,51,.000729534,0,0,0,0,26,70,15,19,47.9987,47.9987,47.9987,47.9987,72.0001,1.552,14.902,14.0625,3.75713,-8.31111,14.0223,14.6265
87,13.200,8.43529,90.7137,4,2911,44.2259,425.141,408.771,.002,.002,.000762951,.000762951,51.0002,.689154,.713592,.82112,71,-4.94773,-.524147,34.5098,52,.000729534,0,0,0,0,12,78,36,0,47.9987,47.9987,47.9987,47.9987,72.0001,1.52,14.902,14.0625,3.68727,-8.29945,14.1612,15.1263
88,13.350,8.43529,90.7137,4,2912,44.2259,426.935,410.089,.002,.002,.000762951,.000762951,51.2502,.136853,.356796,.884659,71,.606545,-1.05974,34.5098,53,.000729534,0,0,0,0,-8,33,12,-19,47.9987,47.9987,47.9987,47.9987,72.0001,1.616,14.1176,14.175,3.92149,-8.27347,14.2306,15.4497
89,13.500,7.96667,90.7137,4,2902,44.2259,421.369,405.292,.002,.002,.000762951,.000762951,50.2502,.796682,.215055,.767356,71,-3.16243,-1.43663,34.5098,52,.000729534,0,0,0,0,-16,14,6,-2,47.9987,47.9987,47.9987,47.9987,72.0001,1.536,12.9412,14.0625,3.71456,-8.35405,13.9529,14.6853
90,13.650,7.49804,90.7137,4,2903,44.2259,405.988,388.959,.002,.002,.000762951,.000762951,48.0001,.752693,.742918,.811344,71,-5.38414,-1.43663,33.3333,48,.000729534,0,0,0,0,-12,25,16,-30,49.1238,49.1238,49.1238,49.1238,72.0001,1.428,12.9412,14.0625,3.45457,-8.5767,13.3278,15.1116
91,13.800,7.49804,90.7137,4,2894,43.4761,396.173,378.009,.002,.002,.000762951,.000762951,46.5001,.171067,.566964,.92376,71,-.821697,-1.99206,32.1569,59,.000729534,0,0,0,0,7,16,3,7,49.8738,49.8738,49.8738,49.8738,72.0001,1.46,12.9412,14.0625,3.52103,-8.71878,12.9112,15.5379
92,13.950,7.49804,90.7137,4,2891,43.4761,389.288,372.259,.002,.002,.000762951,.000762951,45.2501,.405672,.215055,1.12415,71,1.40001,-1.99206,32.1569,72,.000729534,0,0,0,0,-8,33,19,-34,49.8738,49.8738,49.8738,49.8738,72.0001,1.46,12.9412,14.175,3.51738,-8.81844,12.564,14.7147
93,14.100,7.96667,90.7137,4,2880,43.4761,394.379,378.082,.002,.002,.000762951,.000762951,46.0001,.767356,.757581,1.00685,71,-5.54283,-2.3888,32.1569,66,.000729534,0,0,0,0,0,21,8,2,49.8738,49.8738,49.8738,49.8738,72.0001,1.388,14.902,14.0625,3.3312,-8.74475,12.7723,14.8911
94,14.250,9.84118,90.7137,4,2887,43.4761,436.86,422.174,.002,.002,.000762951,.000762951,52.5002,.161291,.625615,.630503,71,-1.29778,-2.46814,33.3333,56,.000729534,0,0,0,0,28,22,39,-7,46.8737,46.8737,46.8737,46.8737,72.0001,1.636,17.2549,14.0625,3.93594,-8.12981,14.5779,15.5967
95,14.400,10.3098,90.7137,4,2878,43.4761,482.93,462.495,.002,.002,.000762951,.000762951,58.7502,.0782019,.10264,.811344,70,1.24132,-2.46814,38.8235,52,.000729534,0,0,0,0,5,2,20,-14,43.4985,43.4985,43.4985,43.4985,72.0001,1.904,18.4314,14.0625,4.56643,-7.46291,16.314,15.582
96,14.550,11.7157,90.7137,4,2893,43.4761,541.231,512.959,.002,.002,.000762951,.000762951,67.5002,.767356,.12219,.982411,71,-2.84504,-1.91272,46.6667,67,.000729534,0,0,0,0,9,30,26,-22,38.9982,38.9982,38.9982,38.9982,72.0001,2.088,20.7843,14.0625,5.03382,-6.61894,18.7446,14.7882
97,14.700,12.6529,90.7137,4,2887,43.4761,592.941,561.373,.002,.002,.000762951,.000762951,75.0002,.322583,.268819,.801569,71,.646219,-.702677,47.8431,51,.000729534,0,0,0,0,13,2,23,-19,37.8732,37.8732,37.8732,37.8732,72.0001,2.224,21.9608,14.0625,5.35057,-5.8704,20.8279,15.6555
98,14.850,13.1216,90.7137,4,2894,43.4761,620.151,584.848,.002,.002,.000762951,.000762951,79.2502,.20528,.136853,1.16325,71,3.02662,-.702677,54.902,66,.000729534,0,0,0,0,3,1,24,-27,36.7481,36.7481,36.7481,36.7481,72.0001,2.528,22.7451,14.0625,6.09669,-5.47652,22.0085,14.4795
99,15.000,13.1216,90.7137,4,2893,43.4761,645.859,607.004,.002,.002,.000762951,.000762951,83.0003,.742918,.708704,.869996,71,-3.44014,-.365453,56.0784,61,.000729534,0,0,0,0,11,10,12,-35,35.9981,35.9981,35.9981,35.9981,72.0001,2.488,22.7451,14.175,5.99815,-5.10437,23.0501,14.9793
100,15.150,14.5275,90.7137,4,2902,43.4761,674.827,631.907,.002,.002,.000762951,.000762951,87.5003,.420335,.547413,.874883,71,-5.82055,-.365453,60,56,.000729534,0,0,0,0,27,3,23,-8,35.248,35.248,35.248,35.248,72.0001,2.556,23.9216,14.0625,6.18126,-4.68504,24.3002,15.4056
101,15.300,14.0588,90.7137,4,2906,43.4761,693.541,647.178,.002,.002,.000762951,.000762951,90.5003,.156404,.156404,.865108,71,2.19348,-.62333,62.7451,58,.000729534,0,0,0,0,12,7,19,-10,34.873,34.873,34.873,34.873,72.0001,2.82,25.098,14.0625,6.8291,-4.41414,25.1335,14.7294
102,15.450,14.9961,90.7137,4,2921,43.4761,720.531,669.48,.002,.002,.000762951,.000762951,95.0003,.620727,.698929,.899322,71,-3.9559,-.960554,65.8824,47,.000729534,0,0,0,0,3,11,3,-10,34.873,34.873,34.873,34.873,72.0001,2.724,25.098,14.0625,6.63067,-4.02344,26.3835,15.4644
103,15.600,14.9961,90.7137,4,2926,43.4761,723.131,668.455,.002,.002,.000762951,.000762951,95.7503,.146629,.151516,.82112,71,3.82009,-.147249,67.0588,52,.000729534,0,0,0,0,34,26,6,-28,34.873,34.873,34.873,34.873,72.0001,2.964,25.8824,14.0625,7.22722,-3.9858,26.5918,14.6412
104,15.750,15.4647,90.7137,4,2932,42.7263,739.977,681.346,.002,.002,.000762951,.000762951,98.7503,.742918,.669604,.796682,72,-1.85321,.745402,69.8039,59,.000729534,0,0,0,0,11,15,1,-22,34.498,34.498,34.498,34.498,72.0001,2.892,25.8824,14.0625,7.06612,-3.74194,27.4252,15.1704
105,15.900,14.9961,90.7137,4,2943,42.7263,735.583,675.706,.002,.002,.000762951,.000762951,98.5003,.278594,.259044,.860221,72,3.30434,1.20165,70.9804,59,.000729534,0,0,0,0,23,-12,1,-8,34.123,34.123,34.123,34.123,72.0001,3.044,25.098,14.0625,7.46541,-3.80555,27.3557,15.2439
106,16.050,14.5275,90.7137,4,2956,42.7263,720.092,662.632,.002,.002,.000762951,.000762951,96.5003,.782019,.73803,.928647,72,-2.36896,1.02312,69.8039,50,.000729534,0,0,0,0,0,21,13,-31,34.498,34.498,34.498,34.498,72.0001,2.824,23.9216,14.0625,6.95645,-4.0298,26.8002,14.7441
107,16.200,13.5902,90.7137,4,2954,42.7263,688.963,637.913,.002,.002,.000762951,.000762951,91.7503,.728255,.708704,.865108,72,-4.59067,1.02312,67.0588,41,.000729534,0,0,0,0,14,9,12,-15,35.248,35.248,35.248,35.248,72.0001,2.624,23.9216,14.0625,6.45941,-4.48041,25.4807,15.0675
108,16.350,14.0588,90.7137,4,2966,42.7263,674.9,630.295,.002,.002,.000762951,.000762951,90.2503,.415447,.508312,.82112,73,-6.97107,1.02312,61.5686,59,.000729534,0,0,0,0,30,21,18,2,35.248,35.248,35.248,35.248,72.0001,2.504,23.9216,14.0625,6.18905,-4.68398,25.064,15.3909
109,16.500,16.402,90.7137,4,2974,42.7263,701.305,657.249,.002,.002,.000762951,.000762951,94.5003,.117303,.146629,.972636,73,1.20165,-.821697,61.5686,53,.000729534,0,0,0,0,20,8,29,-13,35.248,35.248,35.248,35.248,72.0001,2.8,26.2745,14.0625,6.93933,-4.30175,26.2446,15.0675
110,16.650,17.8078,90.7137,4,2989,42.7263,756.091,694.859,.002,.002,.000762951,.000762951,103.5,.190617,.151516,.762468,73,3.58205,-.821697,72.1569,46,.000729534,0,0,0,0,-5,19,9,-9,34.123,34.123,34.123,34.123,72.0001,3.136,28.2353,14.0625,7.81125,-3.50868,28.7446,14.6853
111,16.800,16.402,90.7137,4,2993,42.7263,775.866,700.536,.002,.002,.000762951,.000762951,106.75,.71848,.361684,1.03617,73,-2.40863,-.762187,77.6471,50,.000729534,0,0,0,0,14,11,12,-11,33.3729,33.3729,33.3729,33.3729,72.0001,3.108,28.2353,14.0625,7.75187,-3.22241,29.6474,14.847
112,16.950,17.8078,90.7137,4,3008,42.7263,794.91,714.745,.002,.002,.000762951,.000762951,110.25,.610952,.356796,.913984,73,-4.78904,-.762187,80.3922,45,.000729534,0,0,0,0,6,-1,14,-10,32.9979,32.9979,32.9979,32.9979,72.0001,3.128,29.4118,14.0625,7.84085,-2.94675,30.6196,15.2439
113,17.100,17.3392,90.7137,4,3013,42.7263,799.67,714.745,.002,.002,.000762951,.000762951,111,.786906,.175954,.899322,73,-2.36896,-.246433,81.5686,49,.000729534,0,0,0,0,15,1,17,-27,32.9979,32.9979,32.9979,32.9979,72.0001,3.24,29.4118,14.0625,8.1351,-2.87783,30.828,14.2737
114,17.250,16.8706,90.7137,4,3024,42.7263,794.397,708.226,.002,.002,.000762951,.000762951,110.75,.728255,.713592,.830895,74,-4.74936,-.246433,83.1373,39,.000729534,0,0,0,0,-6,13,24,-28,32.9979,32.9979,32.9979,32.9979,72.0001,3.156,29.4118,14.0625,7.95312,-2.95417,30.7585,14.8764
115,17.400,16.8706,90.7137,4,3037,42.7263,788.904,703.722,.002,.002,.000762951,.000762951,110.5,.664716,.566964,.948198,74,-7.12977,-.246433,81.5686,43,.000729534,0,0,0,0,22,-9,11,-12,33.3729,33.3729,33.3729,33.3729,72.0001,3.06,29.4118,14.175,7.74435,-3.03369,30.6891,15.1557
116,17.550,17.8078,90.7137,4,3061,42.7263,801.721,716.869,.002,.002,.000762951,.000762951,113.5,.12219,.156404,.835783,75,-.861371,-1.93255,83.1373,46,-.372792,0,0,0,0,23,11,6,-16,32.6229,31.1228,32.6229,30.7478,72.0001,3.316,30.1961,14.0625,8.45856,-2.84814,31.5224,14.8176
117,17.700,17.8078,90.7137,4,3058,42.7263,802.71,715.367,.002,.002,.000762951,.000762951,113.5,.801569,.229718,.757581,75,-5.42381,-3.14259,84.3137,48,-.372792,0,0,0,0,18,8,28,-31,32.2479,30.7478,32.2479,30.3728,72.0001,3.176,30.1961,14.0625,8.09351,-2.83383,31.5224,14.5383
118,17.850,17.8078,90.7137,4,3061,42.7263,799.414,710.46,.002,.002,.000762951,.000762951,113.25,.488762,.434998,.684266,75,-7.64552,-3.14259,83.1373,42,-.372792,0,0,0,0,11,8,39,-27,32.2479,30.7478,32.2479,30.3728,72.0001,3.096,30.1961,14.0625,7.89738,-2.88154,31.453,15.2733
119,18.000,17.8078,90.7137,4,3082,42.7263,797.436,709.471,.002,.002,.000762951,.000762951,113.75,.752693,.156404,.933535,75,-4.63034,-2.8252,84.3137,50,-.372792,0,0,0,0,18,30,47,-4,32.6229,31.1228,32.6229,30.7478,72.0001,3.204,30.1961,14.0625,8.22894,-2.91017,31.5919,14.4648
120,18.150,17.3392,90.7137,4,3093,42.7263,795.422,705.699,.002,.002,.000762951,.000762951,114,.596289,.664716,.92376,75,-7.16944,-2.8252,84.3137,44,-.372792,0,0,0,0,23,5,16,-8,32.6229,31.1228,32.6229,30.7478,72.0001,3.116,30.1961,13.95,8.03149,-2.93933,31.6613,15.3174
121,18.300,17.3392,90.7137,4,3107,42.7263,791.577,702.989,.002,.002,.000762951,.000762951,114,.772243,.185729,1.05084,76,-5.26512,-2.8252,84.3137,57,-.372792,0,0,0,0,16,17,34,4,32.9979,33.3729,32.9979,31.1228,72.0001,3.16,30.1961,14.0625,8.18177,-2.99499,31.6613,14.8764
122,18.450,17.3392,90.7137,4,3116,42.7263,788.391,701.378,.002,.002,.000762951,.000762951,114,.620727,.552301,.860221,76,-7.80422,-2.8252,83.1373,53,.000729534,0,0,0,0,36,11,42,-3,33.3729,33.3729,33.3729,33.3729,72.0001,3.068,30.1961,14.0625,7.96657,-3.04111,31.6613,15.3909
123,18.600,17.3392,90.7137,4,3135,42.7263,787.182,700.279,.002,.002,.000762951,.000762951,114.5,.591402,.151516,1.09483,76,-5.1461,-3.4203,83.1373,46,.000729534,0,0,0,0,18,23,3,-26,33.3729,33.3729,33.3729,33.3729,72.0001,3.16,30.1961,14.0625,8.2555,-3.0586,31.8002,14.8176
124,18.750,17.8078,90.7137,4,3142,41.9765,785.718,699.29,.002,.002,.000762951,.000762951,115,.708704,.288369,.752693,77,-7.36781,-3.4203,83.1373,43,.000729534,0,0,0,0,20,5,12,-1,33.3729,33.3729,33.3729,33.3729,72.0001,3.08,30.1961,14.0625,8.06447,-3.07981,31.9391,15.1263
125,18.900,17.3392,90.7137,4,3151,41.9765,781.543,696.58,.002,.002,.000762951,.000762951,114.5,.395897,.141741,1.12415,77,-.424963,-3.4203,83.1373,41,.000729534,0,0,0,0,9,5,31,-22,33.3729,33.3729,33.3729,33.3729,72.0001,3.304,30.1961,14.0625,8.67575,-3.14024,31.8002,14.6853
126,19.050,17.3392,90.7137,4,3157,41.9765,778.1,694.969,.002,.002,.000762951,.000762951,114.5,.73803,.537638,.835783,77,-7.20911,-3.4203,81.5686,59,.000729534,0,0,0,0,30,-5,10,-24,33.3729,33.3729,33.3729,33.3729,72.0001,3.06,30.1961,14.0625,8.05035,-3.19008,31.8002,15.1998
127,19.200,17.3392,90.7137,4,3172,41.9765,775.94,692.076,.002,.002,.000762951,.000762951,114.75,.185729,.166179,.777131,78,-1.09941,-3.51949,81.5686,47,.000729534,0,0,0,0,15,1,30,-18,33.748,33.748,33.748,33.748,72.0001,3.252,30.1961,14.0625,8.59612,-3.22135,31.8697,14.7441
128,19.350,17.3392,90.7137,4,3174,41.9765,772.68,690.721,.002,.002,.000762951,.000762951,114.25,.786906,.391009,.782019,78,-6.45532,-3.53932,81.5686,48,.000729534,0,0,0,0,13,-2,7,-9,33.748,33.748,33.748,33.748,72.0001,3.064,30.1961,14.0625,8.10428,-3.26854,31.7308,15.0822
129,19.500,17.3392,90.7137,4,3186,41.9765,770.52,688.121,.002,.002,.000762951,.000762951,114.5,.498537,.263931,.791794,78,-8.83572,-3.53932,81.5686,48,.000729534,0,0,0,0,24,16,17,-12,33.748,33.748,33.748,33.748,72.0001,2.988,30.1961,14.0625,7.93314,-3.29981,31.8002,15.3174
130,19.650,17.3392,90.7137,4,3204,41.9765,767.297,686.693,.002,.002,.000762951,.000762951,114.5,.674491,.131966,.684266,78,-5.54283,-3.97573,81.5686,42,.000729534,0,0,0,0,42,19,9,4,33.748,33.748,33.748,33.748,72.0001,3.088,30.1961,14.0625,8.24496,-3.34646,31.8002,14.5824
131,19.800,17.3392,90.7137,4,3216,41.9765,764.88,685.264,.002,.002,.000762951,.000762951,114.75,.698929,.562076,.938422,79,-7.92324,-3.97573,81.5686,57,.000729534,0,0,0,0,24,14,20,-28,33.748,33.748,33.748,33.748,72.0001,3,30.1961,14.0625,8.04,-3.38145,31.8697,15.2292
132,19.950,17.3392,90.7137,4,3226,41.9765,764.66,685.264,.002,.002,.000762951,.000762951,115.25,.20528,.151516,.698929,79,-1.17876,-3.91622,81.5686,43,.000729534,0,0,0,0,13,13,3,-11,34.123,34.123,34.123,34.123,72.0001,3.216,30.1961,14.0625,8.64568,-3.38463,32.0085,14.553
133,20.100,17.3392,90.7137,4,3236,41.9765,764.367,685.008,.002,.002,.000762951,.000762951,115.75,.664716,.606065,.918872,79,-7.80422,-4.01541,80.3922,45,.000729534,0,0,0,0,28,18,7,-34,34.123,34.123,34.123,34.123,72.0001,2.996,30.1961,14.0625,8.07921,-3.38887,32.1474,15.2733
134,20.250,17.3392,90.7137,4,3238,41.9765,763.268,683.616,.002,.002,.000762951,.000762951,115.5,.200392,.151516,.659828,79,-.782024,-3.89639,80.3922,33,.000729534,0,0,0,0,46,-13,-3,-11,34.123,34.123,34.123,34.123,72.0001,3.216,30.1961,14.0625,8.67784,-3.40478,32.078,14.4795
135,20.400,17.3392,90.7137,4,3255,41.9765,759.899,681.236,.002,.002,.000762951,.000762951,115.5,.782019,.703817,.992186,80,-7.09009,-3.69802,80.3922,52,.000729534,0,0,0,0,6,2,17,-13,34.123,34.123,34.123,34.123,72.0001,3.004,30.1961,14.0625,8.14835,-3.45355,32.078,14.8764
136,20.550,17.3392,90.7137,4,3264,41.9765,758.508,680.54,.002,.002,.000762951,.000762951,115.75,.454548,.317695,.913984,80,-9.4705,-3.69802,80.3922,48,.000729534,0,0,0,0,8,2,-2,-6,34.123,34.123,34.123,34.123,72.0001,2.924,30.1961,14.0625,7.95328,-3.47369,32.1474,15.4203
137,20.700,17.3392,90.7137,4,3271,41.9765,758.508,681.602,.002,.002,.000762951,.000762951,116,.772243,.151516,.982411,80,-6.69336,-4.57083,80.3922,50,.000729534,0,0,0,0,36,13,14,-11,34.123,34.123,34.123,34.123,72.0001,3.024,30.1961,14.0625,8.24292,-3.47369,32.2169,14.6118
138,20.850,17.3392,90.7137,4,3281,41.9765,758.251,680.247,.002,.002,.000762951,.000762951,116.5,.537638,.361684,.913984,80,-8.91507,-4.57083,80.3922,49,.000729534,0,0,0,0,22,-4,-4,-1,34.123,34.123,34.123,34.123,72.0001,2.944,30.1961,14.0625,8.04939,-3.47741,32.3558,15.435
139,21.000,18.7451,90.7137,4,3298,41.9765,768.103,692.992,.002,.002,.000762951,.000762951,119,.772243,.171067,.845558,81,-6.45532,-4.25345,79.2157,49,.000729534,0,0,0,0,12,4,4,-7,34.498,34.498,34.498,34.498,72.0001,3.068,31.3725,14.0625,8.43189,-3.3348,33.0502,15.141
140,21.150,18.7451,90.7137,4,3306,41.9765,793.518,706.175,.002,.002,.000762951,.000762951,123.75,.20528,.200392,1.00685,81,-.980391,-3.63851,85.4902,59,.000729534,0,0,0,0,18,2,-2,-19,34.123,32.6229,34.123,32.2479,72.0001,3.388,31.3725,14.0625,9.33394,-2.96689,34.3697,14.4942
141,21.300,18.2765,90.7137,4,3306,41.9765,792.09,701.341,.002,.002,.000762951,.000762951,123.5,.762468,.698929,1.0264,81,-6.3363,-3.10292,87.0588,48,.000729534,0,0,0,0,10,14,12,-22,33.748,32.2479,33.748,31.8729,72.0001,3.212,31.3725,14.0625,8.84906,-2.98757,34.3002,14.7882
142,21.450,18.2765,90.7137,4,3315,41.9765,784.399,693.834,.002,.002,.000762951,.000762951,122.25,.708704,.659828,.899322,81,-8.55801,-3.10292,85.4902,55,.000729534,0,0,0,0,26,-9,15,-18,34.123,32.6229,34.123,32.2479,72.0001,3.1,31.3725,14.0625,8.56375,-3.09889,33.953,15.1998
143,21.600,18.2765,90.7137,4,3327,41.9765,781.653,693.138,.002,.002,.000762951,.000762951,122.5,.527863,.171067,.791794,81,-6.21728,-4.57083,85.4902,50,.000729534,0,0,0,0,11,4,22,-24,34.123,32.6229,34.123,32.2479,72.0001,3.32,31.3725,14.0625,9.2047,-3.13865,34.0224,14.4942
144,21.750,18.2765,90.7137,4,3334,41.9765,781.653,692.589,.002,.002,.000762951,.000762951,122.75,.698929,.689154,.801569,81,-8.43899,-4.57083,84.3137,47,.000729534,0,0,0,0,23,-2,-6,-17,34.123,32.6229,34.123,32.2479,72.0001,3.1,31.3725,14.0625,8.61283,-3.13865,34.0919,15.288
145,21.900,18.2765,90.7137,4,3349,41.9765,780.005,693.284,.002,.002,.000762951,.000762951,123.25,.210168,.185729,.928647,82,-2.17059,-4.67002,85.4902,53,.000729534,0,0,0,0,18,8,1,-23,34.123,32.6229,34.123,32.2479,72.0001,3.304,31.3725,14.0625,9.22091,-3.16251,34.2308,14.6118
146,22.050,18.2765,90.7137,4,3354,41.9765,779.199,692.076,.002,.002,.000762951,.000762951,123.5,.742918,.679379,.879771,82,-8.47866,-4.7692,85.4902,48,.000729534,0,0,0,0,14,-4,15,-29,34.123,32.6229,34.123,32.2479,72.0001,3.084,31.3725,14.0625,8.61978,-3.17417,34.3002,15.288
147,22.200,18.2765,90.7137,4,3360,41.9765,777.258,690.025,.002,.002,.000762951,.000762951,123.5,.20528,.215055,.874883,82,-3.2021,-5.04691,85.4902,54,.000729534,0,0,0,0,17,13,-6,-15,34.498,32.9979,34.498,32.6229,72.0001,3.256,31.3725,14.0625,9.1168,-3.20227,34.3002,15.4644
148,22.350,18.2765,90.7137,4,3361,41.9765,775.097,688.89,.002,.002,.000762951,.000762951,123,.757581,.483874,.601177,82,-8.39932,-5.32463,84.3137,37,.000729534,0,0,0,0,16,-5,12,-3,34.498,32.9979,34.498,32.6229,72.0001,3.076,31.3725,14.0625,8.61536,-3.23355,34.1613,15.0234
149,22.500,17.8078,90.7137,4,3382,41.9765,773.779,686.107,.002,.002,.000762951,.000762951,123.75,.317695,.244381,.894434,83,-3.59883,-5.3643,84.3137,54,.000729534,0,0,0,0,13,18,5,-11,34.498,32.9979,34.498,32.6229,72.0001,3.236,31.3725,14.0625,9.12013,-3.25263,34.3697,15.435
150,22.650,17.8078,90.7137,4,3380,41.9765,772.131,685.74,.002,.002,.000762951,.000762951,123.25,.801569,.259044,.845558,83,-7.5265,-5.24528,84.3137,49,.000729534,0,0,0,0,19,5,7,-16,34.498,32.9979,34.498,32.6229,72.0001,3.096,31.3725,14.0625,8.7204,-3.27649,34.2308,14.9646
151,22.800,18.2765,90.7137,4,3392,41.9765,769.567,686.473,.002,.002,.000762951,.000762951,123.5,.5132,.537638,1.03129,83,-9.90691,-5.24528,84.3137,52,.000729534,0,0,0,0,29,14,14,-8,34.498,32.9979,34.498,32.6229,72.0001,3,31.3725,14.0625,8.48,-3.3136,34.3002,15.3762
152,22.950,18.2765,90.7137,4,3404,41.9765,769.97,685.997,.002,.002,.000762951,.000762951,123.75,.796682,.239493,.899322,83,-7.40748,-5.12626,84.3137,55,.000729534,0,0,0,0,44,24,29,20,34.498,34.498,34.498,34.498,72.0001,3.096,31.3725,14.0625,8.78232,-3.30777,34.3697,14.9352
153,23.100,17.8078,90.7137,4,3414,41.9765,770.776,684.166,.002,.002,.000762951,.000762951,124,.571851,.630503,.889546,83,-9.78789,-5.12626,84.3137,44,.000729534,0,0,0,0,19,7,11,-11,34.498,34.498,34.498,34.498,72.0001,3.02,31.3725,14.0625,8.5919,-3.2961,34.4391,15.2439
154,23.250,18.7451,90.7137,4,3429,41.9765,783.557,698.741,.002,.002,.000762951,.000762951,126.5,.156404,.151516,.928647,84,-3.04341,-5.54283,83.9216,45,.000729534,0,0,0,0,25,9,1,5,34.498,34.498,34.498,34.498,72.0001,3.28,32.1569,14.0625,9.3726,-3.11109,35.1336,15.0528
155,23.400,20.151,90.7137,4,3437,41.9765,835.743,730.126,.002,.002,.000762951,.000762951,135.75,.278594,.234606,.904209,84,-2.05157,-4.67002,88.2353,50,.000729534,0,0,0,0,29,10,-2,-13,33.748,32.2479,33.748,31.8729,72.0001,3.58,33.3333,14.0625,10.2537,-2.35566,37.703,15.435
156,23.550,21.5569,90.7137,4,3443,41.9765,927.297,776.965,.002,.002,.000762951,.000762951,152,.71848,.395897,.909097,84,-6.45532,-3.69802,100,48,.000729534,0,0,0,0,1,15,-3,-10,32.2479,30.7478,32.2479,30.3728,72.0001,4.08,35.6863,14.0625,11.7062,-1.03034,42.217,14.7294
157,23.700,21.5569,90.7137,4,3450,41.9765,918.361,752.502,.002,.002,.000762951,.000762951,150.75,.791794,.791794,.94331,84,-8.83572,-3.69802,100,49,.000729534,0,0,0,0,13,6,3,-24,32.2479,30.7478,32.2479,30.3728,72.0001,3.808,35.6863,14.0625,10.948,-1.15969,41.8697,14.7294
158,23.850,21.5569,90.7137,4,3457,41.9765,910.488,752.758,.002,.002,.000762951,.000762951,149.25,.713592,.71848,.987299,85,-11.0574,-3.69802,100,58,.000729534,0,0,0,0,22,15,25,-10,32.6229,31.1228,32.6229,30.7478,72.0001,3.72,35.6863,14.0625,10.7167,-1.27366,41.4531,14.9646
159,24.000,24.3686,90.7137,4,3488,41.9765,932.058,773.962,.002,.002,.000762951,.000762951,153.5,.312808,.371459,.689154,85,-6.13793,-5.82055,100,43,.000729534,0,0,0,0,31,24,1,-20,32.2479,30.7478,32.2479,30.3728,72.0001,4.02,37.6471,14.0625,11.6848,-.961419,42.6336,15.4644
160,24.150,23.9,90.7137,4,3499,41.9765,1008.19,792.309,.002,.002,.000762951,.000762951,167.001,.845558,.703817,1.00196,86,.000762951,.000762951,100,47,.000729534,0,0,0,0,26,5,26,-7,31.4978,29.9978,31.4978,29.6227,72.0001,4.888,37.6471,14.0625,14.2526,.140716,46.3837,13.2006
161,24.300,23.9,90.7137,4,3517,41.9765,1004.68,786.596,.002,.002,.000762951,.000762951,166.751,.874883,.894434,.703817,86,.000762951,.000762951,100,45,.000729534,0,0,0,0,-2,7,12,-17,31.8729,30.3728,31.8729,29.9978,72.0001,4.832,37.6471,14.0625,14.1618,.0898237,46.3142,12.936
162,24.450,23.9,90.7137,4,3539,41.9765,1003.76,784.143,.002,.002,.000762951,.000762951,166.501,.879771,.904209,.752693,86,.000762951,.000762951,100,56,.000729534,0,0,0,0,12,1,4,-20,32.2479,30.7478,32.2479,30.3728,72.0001,4.808,37.6471,14.0625,14.1796,.0765705,46.2448,13.0389
